N,Etiqueta,TS,ciudad,nodo_concentrador,nodo_estandar,nodo_backup,ruta,caja_codigo,color_buffer,tipo_ruta,clase,detalle_validacion
266.0,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD07B-CEL,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD07B,CEL,ruta_completa,1,Etiqueta valida
267.0,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD06B-NAR,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD06B,NAR,ruta_completa,1,Etiqueta valida
268.0,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD05B-NAR,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD05B,NAR,ruta_completa,1,Etiqueta valida
269.0,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD04B-VER,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD04B,VER,ruta_completa,1,Etiqueta valida
270.0,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD03B-VER,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD03B,VER,ruta_completa,1,Etiqueta valida
271.0,GYE-Centro 1(A)-Polideportivo Huancavilca 1(E)/Centro 1(A)-F02-PD02B-AMA,GYE,GYE,Centro 1(A),Polideportivo Huancavilca 1(E),Centro 1(A),F02,PD02B,AMA,ruta_completa,1,Etiqueta valida
272.0,GYE-Centro 1(A)-Centro 1(A)/Polideportivo Huancavilca 1(E)-F02-PD01B-AMA,GYE,GYE,Centro 1(A),Centro 1(A),Polideportivo Huancavilca 1(E),F02,PD01B,AMA,ruta_completa,1,Etiqueta valida
273.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC40B-CEL,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC40B,CEL,ruta_completa,1,Etiqueta valida
274.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC39B-CEL,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC39B,CEL,ruta_completa,1,Etiqueta valida
275.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC38B-CEL,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC38B,CEL,ruta_completa,1,Etiqueta valida
276.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC37B-CEL,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC37B,CEL,ruta_completa,1,Etiqueta valida
277.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC36B-ROS,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC36B,ROS,ruta_completa,1,Etiqueta valida
278.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC35B-ROS,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC35B,ROS,ruta_completa,1,Etiqueta valida
279.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC34B-ROS,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC34B,ROS,ruta_completa,1,Etiqueta valida
280.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC33B-ROS,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC33B,ROS,ruta_completa,1,Etiqueta valida
281.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC32B-VIO,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC32B,VIO,ruta_completa,1,Etiqueta valida
282.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC31B-VIO,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC31B,VIO,ruta_completa,1,Etiqueta valida
283.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC30B-VIO,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC30B,VIO,ruta_completa,1,Etiqueta valida
284.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC29B-VIO,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC29B,VIO,ruta_completa,1,Etiqueta valida
285.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC28B-AMA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC28B,AMA,ruta_completa,1,Etiqueta valida
286.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC27B-AMA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC27B,AMA,ruta_completa,1,Etiqueta valida
287.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC26B-AMA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC26B,AMA,ruta_completa,1,Etiqueta valida
288.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC25B-AMA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC25B,AMA,ruta_completa,1,Etiqueta valida
289.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC24B-NEG,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC24B,NEG,ruta_completa,1,Etiqueta valida
290.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC23B-NEG,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC23B,NEG,ruta_completa,1,Etiqueta valida
291.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC22B-NEG,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC22B,NEG,ruta_completa,1,Etiqueta valida
292.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC21B-NEG,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC21B,NEG,ruta_completa,1,Etiqueta valida
293.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC20B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC20B,ROJ,ruta_completa,1,Etiqueta valida
294.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC19B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC19B,ROJ,ruta_completa,1,Etiqueta valida
295.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC18B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC18B,ROJ,ruta_completa,1,Etiqueta valida
296.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC17B-ROJ,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC17B,ROJ,ruta_completa,1,Etiqueta valida
297.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC16B-BLA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC16B,BLA,ruta_completa,1,Etiqueta valida
298.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC15B-BLA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC15B,BLA,ruta_completa,1,Etiqueta valida
299.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC14B-BLA,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC14B,BLA,ruta_completa,1,Etiqueta valida
300.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-P13B-BLA,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,P13B,BLA,ruta_completa,1,Etiqueta valida
301.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-P12B-GRI,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,P12B,GRI,ruta_completa,1,Etiqueta valida
302.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-P11B-GRI,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,P11B,GRI,ruta_completa,1,Etiqueta valida
303.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-P10B-GRI,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,P10B,GRI,ruta_completa,1,Etiqueta valida
304.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC09B-GRI,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC09B,GRI,ruta_completa,1,Etiqueta valida
305.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC08B-CAF,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC08B,CAF,ruta_completa,1,Etiqueta valida
306.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC07B-CAF,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC07B,CAF,ruta_completa,1,Etiqueta valida
307.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC06B-CAF,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC06B,CAF,ruta_completa,1,Etiqueta valida
308.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC05B-CAF,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC05B,CAF,ruta_completa,1,Etiqueta valida
309.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC04B-VER,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC04B,VER,ruta_completa,1,Etiqueta valida
310.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC03B-VER,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC03B,VER,ruta_completa,1,Etiqueta valida
311.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F04-PC02B-VER,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F04,PC02B,VER,ruta_completa,1,Etiqueta valida
312.0,GYE-Kennedy 1(A)-Alborada 1(E)/Alborada 3(E)-F04-PC01B-VER,GYE,GYE,Kennedy 1(A),Alborada 1(E),Alborada 3(E),F04,PC01B,VER,ruta_completa,1,Etiqueta valida
313.0,GYE-Kennedy 1(A)-Alborada 3(E)/Alborada 1(E)-F05-PC20A-CEL,GYE,GYE,Kennedy 1(A),Alborada 3(E),Alborada 1(E),F05,PC20A,CEL,ruta_completa,1,Etiqueta valida
696.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC43B-VIO,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC43B,VIO,ruta_completa,1,Etiqueta valida
697.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC42B-AMA,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC42B,AMA,ruta_completa,1,Etiqueta valida
698.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC41B-AMA,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC41B,AMA,ruta_completa,1,Etiqueta valida
699.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC40B-AMA,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC40B,AMA,ruta_completa,1,Etiqueta valida
700.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC39B-AMA,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC39B,AMA,ruta_completa,1,Etiqueta valida
701.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC38B-AMA,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC38B,AMA,ruta_completa,1,Etiqueta valida
702.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC37B-AMA,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC37B,AMA,ruta_completa,1,Etiqueta valida
703.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC36B-NEG,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC36B,NEG,ruta_completa,1,Etiqueta valida
704.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC35B-NEG,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC35B,NEG,ruta_completa,1,Etiqueta valida
705.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC34B-NEG,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC34B,NEG,ruta_completa,1,Etiqueta valida
706.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC33B-NEG,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC33B,NEG,ruta_completa,1,Etiqueta valida
707.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC32B-NEG,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC32B,NEG,ruta_completa,1,Etiqueta valida
708.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC31B-NEG,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC31B,NEG,ruta_completa,1,Etiqueta valida
709.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC30B-ROJ,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC30B,ROJ,ruta_completa,1,Etiqueta valida
710.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC29B-ROJ,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC29B,ROJ,ruta_completa,1,Etiqueta valida
711.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC28B-ROJ,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC28B,ROJ,ruta_completa,1,Etiqueta valida
712.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC27B-ROJ,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC27B,ROJ,ruta_completa,1,Etiqueta valida
713.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC26B-ROJ,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC26B,ROJ,ruta_completa,1,Etiqueta valida
714.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC25B-ROJ,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC25B,ROJ,ruta_completa,1,Etiqueta valida
715.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC24B-BLA,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC24B,BLA,ruta_completa,1,Etiqueta valida
716.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC23B-BLA,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC23B,BLA,ruta_completa,1,Etiqueta valida
717.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC22B-BLA,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC22B,BLA,ruta_completa,1,Etiqueta valida
718.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC21B-BLA,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC21B,BLA,ruta_completa,1,Etiqueta valida
719.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC20B-BLA,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC20B,BLA,ruta_completa,1,Etiqueta valida
720.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC19B-BLA,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC19B,BLA,ruta_completa,1,Etiqueta valida
721.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC18B-GRI,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC18B,GRI,ruta_completa,1,Etiqueta valida
722.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC17B-GRI,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC17B,GRI,ruta_completa,1,Etiqueta valida
723.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC16B-GRI,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC16B,GRI,ruta_completa,1,Etiqueta valida
724.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC15B-GRI,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC15B,GRI,ruta_completa,1,Etiqueta valida
725.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC14B-GRI,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC14B,GRI,ruta_completa,1,Etiqueta valida
726.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC13B-GRI,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC13B,GRI,ruta_completa,1,Etiqueta valida
727.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC12B-CAF,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC12B,CAF,ruta_completa,1,Etiqueta valida
728.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC11B-CAF,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC11B,CAF,ruta_completa,1,Etiqueta valida
729.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC10B-CAF,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC10B,CAF,ruta_completa,1,Etiqueta valida
730.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC09B-CAF,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC09B,CAF,ruta_completa,1,Etiqueta valida
731.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC08B-CAF,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC08B,CAF,ruta_completa,1,Etiqueta valida
732.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC07B-CAF,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC07B,CAF,ruta_completa,1,Etiqueta valida
733.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC06B-VER,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC06B,VER,ruta_completa,1,Etiqueta valida
734.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC05B-VER,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC05B,VER,ruta_completa,1,Etiqueta valida
735.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC04B-VER,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC04B,VER,ruta_completa,1,Etiqueta valida
736.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC03B-VER,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC03B,VER,ruta_completa,1,Etiqueta valida
737.0,CUE-Bellavista (A)-Mall del Rio (E)/Control Sur (E)-F04-PC02B-VER,CUE,CUE,Bellavista (A),Mall del Rio (E),Control Sur (E),F04,PC02B,VER,ruta_completa,1,Etiqueta valida
738.0,CUE-Bellavista (A)-Control Sur (E)/Mall del Rio (E)-F04-PC01B-VER,CUE,CUE,Bellavista (A),Control Sur (E),Mall del Rio (E),F04,PC01B,VER,ruta_completa,1,Etiqueta valida
739.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC36B-CEL,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC36B,CEL,ruta_no_aplica,1,Etiqueta valida
740.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC35B-CEL,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC35B,CEL,ruta_no_aplica,1,Etiqueta valida
741.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC34B-CEL,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC34B,CEL,ruta_no_aplica,1,Etiqueta valida
742.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC33B-ROS,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC33B,ROS,ruta_no_aplica,1,Etiqueta valida
743.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC32B-ROS,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC32B,ROS,ruta_no_aplica,1,Etiqueta valida
744.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC31B-ROS,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC31B,ROS,ruta_no_aplica,1,Etiqueta valida
745.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC30B-VIO,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC30B,VIO,ruta_no_aplica,1,Etiqueta valida
746.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC29B-VIO,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC29B,VIO,ruta_no_aplica,1,Etiqueta valida
747.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC28B-VIO,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC28B,VIO,ruta_no_aplica,1,Etiqueta valida
748.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC27B-AMA,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC27B,AMA,ruta_no_aplica,1,Etiqueta valida
749.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC26B-AMA,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC26B,AMA,ruta_no_aplica,1,Etiqueta valida
750.0,CUE-Bellavista (A)-El Valle (E)/N/A-F02-PC25B-AMA,CUE,CUE,Bellavista (A),El Valle (E),,F02,PC25B,AMA,ruta_no_aplica,1,Etiqueta valida
751.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC24B-CEL,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC24B,CEL,ruta_no_aplica,1,Etiqueta valida
752.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC23B-CEL,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC23B,CEL,ruta_no_aplica,1,Etiqueta valida
753.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC22B-ROS,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC22B,ROS,ruta_no_aplica,1,Etiqueta valida
754.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC21B-ROS,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC21B,ROS,ruta_no_aplica,1,Etiqueta valida
755.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC20B-VIO,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC20B,VIO,ruta_no_aplica,1,Etiqueta valida
756.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC19B-VIO,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC19B,VIO,ruta_no_aplica,1,Etiqueta valida
757.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC18B-AMA,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC18B,AMA,ruta_no_aplica,1,Etiqueta valida
758.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC17B-AMA,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC17B,AMA,ruta_no_aplica,1,Etiqueta valida
759.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC16B-NEG,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC16B,NEG,ruta_no_aplica,1,Etiqueta valida
760.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC15B-NEG,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC15B,NEG,ruta_no_aplica,1,Etiqueta valida
761.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC14B-ROJ,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC14B,ROJ,ruta_no_aplica,1,Etiqueta valida
762.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC13B-ROJ,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC13B,ROJ,ruta_no_aplica,1,Etiqueta valida
763.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC12B-BLA,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC12B,BLA,ruta_no_aplica,1,Etiqueta valida
764.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC11B-BLA,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC11B,BLA,ruta_no_aplica,1,Etiqueta valida
765.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC10B-GRI,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC10B,GRI,ruta_no_aplica,1,Etiqueta valida
766.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC09B-GRI,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC09B,GRI,ruta_no_aplica,1,Etiqueta valida
767.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC08B-CAF,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC08B,CAF,ruta_no_aplica,1,Etiqueta valida
768.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC07B-CAF,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC07B,CAF,ruta_no_aplica,1,Etiqueta valida
769.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC06B-VER,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC06B,VER,ruta_no_aplica,1,Etiqueta valida
770.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC05B-VER,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC05B,VER,ruta_no_aplica,1,Etiqueta valida
771.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC04B-NAR,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC04B,NAR,ruta_no_aplica,1,Etiqueta valida
